id,value:
752501,501
1589997,997
3922406,406
4225939,939
1920598,598
2056034,34
2134299,299
166305,305
4423820,820
563351,351
860712,712
2831099,99
4278179,179
1062976,976
618056,56
3827093,93
1279275,275
2814908,908
3083211,211
3948161,161
2112609,609
540131,131
1144326,326
4211118,118
2149148,148
1212449,449
853009,9
1699677,677
1079282,282
661229,229
3784607,607
2472990,990
1942235,235
104775,775
4567752,752
4771796,796
4966787,787
2984808,808
3302593,593
4200529,529
3256467,467
3256813,813
1165517,517
2371563,563
307769,769
3807458,458
3615203,203
1350299,299
3498354,354
3501954,954
173823,823
2844484,484
1263933,933
378410,410
3589415,415
3284988,988
3267571,571
1504840,840
4492864,864
2339745,745
4652963,963
2585909,909
4804695,695
4552671,671
2456932,932
2475249,249
127251,251
946084,84
2961288,288
4668966,966
3838770,770
4058973,973
3537727,727
723487,487
840535,535
1302997,997
4734052,52
2424251,251
1856507,507
4073082,82
1654317,317
1405735,735
2163845,845
356183,183
3208365,365
4190451,451
203460,460
1122737,737
3962050,50
3522608,608
3737270,270
1194136,136
4046033,33
567358,358
4064703,703
2035539,539
3237495,495
4825865,865
1258105,105
4630734,734
3379622,622
3040064,64
4729766,766
3152479,479
484960,960
1936415,415
4825105,105
183102,102
717255,255
1993630,630
2316633,633
4599231,231
766501,501
570135,135
782038,38
362195,195
2140890,890
1118556,556
3920013,13
2515704,704
594561,561
1347956,956
3786972,972
1105771,771
2502472,472
4777470,470
1862849,849
433221,221
2875256,256
1090731,731
2822047,47
3718365,365
3625381,381
4788479,479
3873906,906
374957,957
1173021,21
3085957,957
2115094,94
3642212,212
147663,663
2372850,850
4830377,377
1462414,414
946197,197
3497087,87
4652811,811
837269,269
761043,43
2625618,618
458777,777
4245525,525
297033,33
2005080,80
313704,704
4622439,439
2360112,112
3454243,243
2206449,449
617008,8
4676365,365
1660733,733
3139691,691
788126,126
2341033,33
1084234,234
2779364,364
3424162,162
1344990,990
3147334,334
577144,144
3855602,602
1706500,500
4708510,510
679260,260
917493,493
1666681,681
4424009,9
2516124,124
2240181,181
2107905,905
856881,881
4462186,186
3176589,589
3042035,35
2370119,119
743503,503
940730,730
3631470,470
2289254,254
27731,731
1946668,668
1359870,870
3602834,834
2457289,289
745309,309
3115787,787
3041589,589
1077999,999
1848688,688
1087009,9
196032,32
408384,384
4597321,321
3788579,579
4867963,963
2012680,680
2396894,894
634770,770
4694024,24
637743,743
3961221,221
2252094,94
2728904,904
4609501,501
3177414,414
4308686,686
4814406,406
544647,647
3917670,670
68888,888
1211648,648
508476,476
492422,422
2038619,619
2420642,642
608027,27
3919213,213
2911279,279
394927,927
2298557,557
126571,571
4332151,151
3331671,671
4099776,776
781543,543
3984455,455
2713255,255
3936310,310
2286550,550
4637085,85
3485249,249
929393,393
391149,149
409194,194
4827881,881
4439793,793
3622624,624
3528624,624
3490158,158
1401922,922
1052098,98
3864426,426
784958,958
4249526,526
4192378,378
2466964,964
1690083,83
2626221,221
366764,764
2982901,901
2665853,853
4356697,697
300071,71
2712514,514
346191,191
4426086,86
4540170,170
3754621,621
3824979,979
4443294,294
4198091,91
3244482,482
3599498,498
1614667,667
4203407,407
1477876,876
1420140,140
768153,153
477454,454
2112410,410
3112933,933
1482077,77
4043502,502
3196548,548
1722758,758
3879235,235
2054737,737
1209579,579
4711033,33
1265209,209
2403180,180
1742677,677
2396528,528
4461685,685
4926494,494
4824365,365
4789801,801
846392,392
2095258,258
2826953,953
1133113,113
2178968,968
30078,78
3725897,897
499061,61
2449557,557
2032052,52
2308022,22
692681,681
4448344,344
1811819,819
4586982,982
854310,310
4701556,556
2300622,622
4441509,509
2381627,627
3554197,197
2653187,187
2197839,839
3980165,165
1710534,534
2905936,936
2712196,196
3840779,779
3388225,225
4988138,138
3652178,178
3449124,124
3010828,828
2588129,129
1717273,273
4409461,461
2750888,888
1283585,585
4320297,297
1877625,625
1432633,633
1191853,853
1686196,196
2534221,221
2897888,888
4304250,250
3199782,782
2319767,767
4434780,780
2244602,602
1292504,504
4509541,541
58577,577
2711413,413
2828118,118
1790778,778
4056309,309
2793520,520
847765,765
3076148,148
3685898,898
2470785,785
2268098,98
2219858,858
3540639,639
4668401,401
1896883,883
4432714,714
253616,616
3876241,241
4888669,669
4726365,365
4935771,771
915725,725
4142932,932
3286594,594
1511288,288
945446,446
2905145,145
632252,252
2474969,969
3780106,106
1748888,888
396677,677
2881257,257
2859659,659
4423427,427
4832686,686
15012,12
2102101,101
4573957,957
3962215,215
2897997,997
2077170,170
2543544,544
4595102,102
3192770,770
4931471,471
1442574,574
430088,88
3203956,956
1681037,37
2978803,803
2929882,882
3524769,769
3312179,179
604176,176
3245021,21
4449678,678
3718395,395
4922395,395
1686475,475
2764085,85
2409309,309
3766331,331
3141618,618
3386962,962
4582426,426
1613344,344
787842,842
807358,358
2918105,105
3575853,853
4136681,681
3583818,818
2038258,258
3869119,119
4607595,595
715981,981
721673,673
4949568,568
1413632,632
2604418,418
736542,542
3216272,272
545307,307
1089646,646
2132882,882
1397531,531
2164856,856
3253651,651
760390,390
3700258,258
897371,371
477481,481
1019418,418
3453439,439
2456604,604
342308,308
2196648,648
517101,101
1993693,693
1068258,258
4020696,696
3963515,515
4836130,130
3789918,918
2157945,945
3524910,910
2721009,9
2485513,513
1569780,780
1161430,430
3098506,506
2453656,656
1844104,104
633686,686
1649943,943
4500709,709
4666586,586
4332791,791
480100,100
4689805,805
2011724,724
2628128,128
1150921,921
1917434,434
4238063,63
3609825,825
1701647,647
4294471,471
164765,765
3912760,760
2501161,161
2126160,160
349130,130
1138774,774
2590369,369
4555913,913
4036955,955
2336066,66
4436995,995
1365750,750
4387719,719
1313649,649
3997466,466
2467415,415
4967270,270
3761450,450
4565828,828
3627915,915
2733479,479
4922940,940
3193937,937
2320376,376
4273679,679
2070445,445
3259963,963
651339,339
3489329,329
1471147,147
328793,793
489222,222
2958139,139
2451326,326
3483197,197
3184895,895
2508641,641
2100475,475
3946032,32
4254416,416
4652810,810
4737833,833
4379263,263
4218684,684
3718752,752
4682730,730
3893673,673
520619,619
2687682,682
4430056,56
4600713,713
3054441,441
3281893,893
4627511,511
3246137,137
861606,606
1661038,38
3472228,228
238919,919
1843877,877
4650121,121
3220515,515
1203597,597
958023,23
3434515,515
99549,549
301058,58
935609,609
2175371,371
1087128,128
4937381,381
2506580,580
2754195,195
980895,895
581463,463
2095726,726
139355,355
4755874,874
4004433,433
324607,607
2584396,396
2626125,125
2796748,748
2641374,374
1332890,890
4587363,363
1346294,294
3857054,54
1227563,563
1996053,53
2050915,915
3308608,608
2629260,260
1711017,17
2803551,551
1367250,250
4707006,6
1828330,330
1457064,64
341302,302
2654269,269
3376704,704
4496433,433
3627830,830
686090,90
1479843,843
2745150,150
4159397,397
3022618,618
714370,370
3951787,787
1955525,525
1011844,844
2115766,766
1921823,823
4170498,498
989404,404
4734912,912
4317139,139
4957452,452
1986473,473
2653975,975
3033515,515
3804284,284
2582063,63
3489831,831
291462,462
2252925,925
2969482,482
3226173,173
1456136,136
1081179,179
1132285,285
3163467,467
4620879,879
772448,448
2292263,263
1997746,746
3674485,485
1808224,224
4250874,874
114201,201
2377098,98
1320815,815
4469929,929
89941,941
1684053,53
4874805,805
2278174,174
2690440,440
1046273,273
1305767,767
307877,877
3886681,681
2481821,821
2125690,690
1573800,800
1384695,695
2943605,605
1900905,905
757841,841
3320954,954
4154020,20
4827829,829
3438829,829
4020566,566
2166079,79
3133001,1
2289555,555
3669035,35
2461923,923
2420848,848
4355803,803
1074171,171
1672251,251
1852937,937
99542,542
2001103,103
2928702,702
1417470,470
2615587,587
3750041,41
4257757,757
316648,648
4533949,949
3533778,778
3425625,625
2353902,902
663862,862
4274551,551
2697016,16
3189252,252
1118148,148
1917212,212
360380,380
2108551,551
3357217,217
3187738,738
3802309,309
1216754,754
3123946,946
411225,225
3951595,595
4216709,709
3352246,246
199646,646
1398863,863
83385,385
4572455,455
3361255,255
1759377,377
3138372,372
1870323,323
1649359,359
204813,813
2028881,881
892861,861
1659611,611
724483,483
647991,991
1891379,379
6439,439
573009,9
252623,623
2456781,781
2002908,908
1302290,290
4515063,63
2195071,71
1204435,435
3943367,367
3595568,568
1847455,455
1839296,296
3104966,966
4420401,401
4759315,315
4681592,592
3651007,7
1558600,600
3942241,241
1249741,741
2544653,653
4215073,73
578442,442
4076364,364
2469615,615
4739077,77
1466143,143
3903678,678
1351193,193
1290672,672
3765774,774
4730456,456
4589218,218
1323918,918
395866,866
2542189,189
147430,430
2938088,88
4647379,379
265861,861
1450838,838
1794976,976
105966,966
3261667,667
2451106,106
886523,523
3809216,216
3941713,713
1619046,46
2709738,738
1360712,712
884221,221
4954648,648
2366844,844
3672186,186
2525344,344
3982491,491
1992510,510
1537932,932
845263,263
4416230,230
3519046,46
1934199,199
3804772,772
1502731,731
379032,32
2082641,641
869644,644
2923651,651
569562,562
3799927,927
4470007,7
4876917,917
4015574,574
1719054,54
2175718,718
3055371,371
164494,494
1527464,464
3227588,588
2414408,408
3890358,358
3099016,16
4455498,498
4336678,678
4160236,236
2534896,896
1769650,650
114468,468
318793,793
4112978,978
3409044,44
4691359,359
4014257,257
1028367,367
158955,955
2234874,874
1990909,909
3513516,516
2309329,329
507528,528
4324859,859
4939430,430
4844114,114
2503825,825
2255315,315
4588935,935
4386552,552
3461012,12
3419004,4
384298,298
3957816,816
1174088,88
2793893,893
302746,746
1456935,935
3221973,973
3458553,553
3845986,986
4701389,389
2191609,609
231832,832
453550,550
749197,197
2415506,506
3096196,196
1045747,747
