id,value:
5899,899
5697,697
109983,983
261897,897
368071,71
222563,563
48589,589
134154,154
281999,999
427103,103
166579,579
388230,230
348813,813
328994,994
393833,833
458777,777
34097,97
243874,874
466562,562
396089,89
291855,855
291067,67
178725,725
254790,790
329827,827
176885,885
409194,194
325777,777
185311,311
164254,254
44595,595
410118,118
370693,693
292048,48
184305,305
390449,449
177736,736
339653,653
83569,569
433356,356
396677,677
126785,785
491507,507
336157,157
246138,138
55016,16
342308,308
277931,931
327945,945
164765,765
408547,547
400358,358
106545,545
298980,980
359982,982
245887,887
181169,169
179375,375
84744,744
459260,260
461136,136
245547,547
74825,825
307877,877
487983,983
99542,542
375584,584
253348,348
119743,743
460340,340
461396,396
284585,585
269037,37
135920,920
119952,952
265861,861
327951,951
179244,244
41362,362
236495,495
23115,115
158955,955
172741,741
51174,174
120711,711
374096,96
365900,900
188970,970
275211,211
264650,650
115814,814
153234,234
155811,811
453683,683
437194,194
217086,86
405625,625
162364,364
186882,882
476233,233
340153,153
316023,23
338419,419
22251,251
331552,552
60906,906
198530,530
137268,268
409330,330
332456,456
96521,521
398248,248
242076,76
270034,34
436800,800
410631,631
427601,601
372751,751
371885,885
237495,495
427419,419
62972,972
37545,545
86611,611
493677,677
7300,300
2457,457
447089,89
379186,186
205562,562
83795,795
260892,892
179298,298
365124,124
182404,404
309276,276
176169,169
84599,599
46039,39
321693,693
234894,894
13815,815
124614,614
159445,445
476982,982
224064,64
249003,3
48091,91
278614,614
354185,185
485439,439
374942,942
123439,439
164155,155
133637,637
465518,518
470735,735
156054,54
183584,584
378805,805
161650,650
147011,11
225506,506
52910,910
12516,516
91151,151
168280,280
401524,524
43585,585
469706,706
301136,136
275440,440
380762,762
320534,534
387626,626
246323,323
344263,263
107325,325
109374,374
170353,353
104694,694
240632,632
102641,641
289371,371
32291,291
431044,44
197560,560
437703,703
58027,27
143917,917
141221,221
322076,76
303130,130
224931,931
418103,103
465742,742
499450,450
274769,769
427956,956
385672,672
420827,827
255682,682
457784,784
188340,340
154254,254
16484,484
193200,200
255573,573
239094,94
334836,836
357816,816
8389,389
410811,811
348917,917
389686,686
111703,703
79708,708
223312,312
100919,919
355368,368
349357,357
417368,368
86360,360
460909,909
364296,296
292786,786
363636,636
112858,858
35597,597
91733,733
444222,222
17197,197
203518,518
200020,20
301965,965
199882,882
481263,263
41570,570
2907,907
196999,999
342031,31
374045,45
99509,509
288637,637
225126,126
199818,818
325167,167
138586,586
271665,665
465800,800
472593,593
49653,653
425045,45
423647,647
216311,311
60799,799
62427,427
198089,89
446215,215
382923,923
56915,915
68512,512
169391,391
259197,197
146872,872
430040,40
313585,585
475188,188
80959,959
327194,194
302689,689
45816,816
467819,819
358648,648
304725,725
283316,316
485825,825
471594,594
55447,447
120252,252
219368,368
380129,129
492507,507
37248,248
168285,285
364684,684
386634,634
422279,279
123009,9
209770,770
379742,742
88761,761
175091,91
170895,895
146442,442
124943,943
117203,203
26552,552
365558,558
55170,170
204070,70
83706,706
152820,820
497729,729
445001,1
302398,398
587,587
273136,136
61546,546
105634,634
278077,77
411047,47
10995,995
480662,662
415989,989
366533,533
54807,807
246204,204
374732,732
167402,402
81716,716
343294,294
490868,868
400492,492
296506,506
423083,83
94890,890
108979,979
80448,448
320121,121
71819,819
428788,788
125678,678
47604,604
174611,611
95066,66
430975,975
257265,265
320100,100
142175,175
