id,value:
127226,226
1471564,564
4800040,40
3149651,651
5899,899
3432984,984
3510195,195
148308,308
2767140,140
4680981,981
316286,286
1676761,761
820095,95
2309771,771
4516046,46
1769152,152
4070164,164
4231036,36
2443621,621
1247131,131
4062024,24
4412363,363
4100310,310
4964965,965
4293654,654
581374,374
4476628,628
4990926,926
1196477,477
793615,615
1671100,100
3936647,647
1794054,54
786364,364
4638909,909
2524189,189
748908,908
90060,60
247847,847
4161494,494
2561040,40
631177,177
967139,139
1696663,663
2365545,545
4973057,57
2672749,749
4779471,471
930494,494
3525003,3
768201,201
2548085,85
4729399,399
4329456,456
30362,362
1448650,650
3847633,633
292274,274
4817677,677
2823755,755
4979013,13
1658440,440
1123770,770
2025104,104
2463605,605
2123462,462
4342199,199
134154,154
3180601,601
2332665,665
2258712,712
3921093,93
33693,693
1031101,101
891717,717
3641198,198
820359,359
2355217,217
1933197,197
531319,319
836235,235
4179809,809
4245058,58
4368849,849
3059820,820
3271252,252
4341464,464
1497296,296
427103,103
1515718,718
2429475,475
2052565,565
997274,274
3737355,355
4674438,438
2089275,275
236939,939
41771,771
4704816,816
1605908,908
4416761,761
605933,933
4087881,881
713112,112
1112810,810
1475721,721
3755367,367
698145,145
1130873,873
1611644,644
683905,905
3659202,202
1808664,664
4404937,937
2079173,173
3884140,140
1563536,536
528698,698
2584570,570
3753214,214
2102597,597
3234665,665
2663101,101
3902448,448
4263029,29
929572,572
1006593,593
4416747,747
3835602,602
2753199,199
1455874,874
328994,994
2177440,440
4465920,920
2791758,758
1561189,189
1655236,236
2528626,626
2586928,928
335654,654
1475390,390
2823067,67
393833,833
3354682,682
4262775,775
266510,510
4487850,850
2545428,428
4662225,225
2907208,208
4211674,674
3724735,735
3296700,700
1527755,755
547619,619
2543053,53
1442005,5
4840456,456
1849489,489
20754,754
1459090,90
2174684,684
2543491,491
1428022,22
4572125,125
1206709,709
1343596,596
4373336,336
1467721,721
225558,558
3059250,250
4636547,547
499937,937
3642022,22
4219215,215
566657,657
2526142,142
1496537,537
3821483,483
1908458,458
4299961,961
4073041,41
3438756,756
4350330,330
672551,551
1694865,865
3127188,188
2903013,13
86826,826
2364053,53
874557,557
967645,645
4704012,12
2034270,270
350254,254
1518151,151
2033875,875
1785606,606
3531224,224
1515970,970
2548402,402
2137818,818
3069111,111
75742,742
2362055,55
3313111,111
628189,189
835329,329
880974,974
4081806,806
1204836,836
4995272,272
4296038,38
1951960,960
482492,492
4128719,719
3815288,288
3085434,434
860167,167
1891927,927
4930001,1
26209,209
3174542,542
421303,303
2047448,448
3554907,907
2631864,864
2248387,387
4081494,494
2850961,961
4902285,285
344632,632
999838,838
1994878,878
993169,169
550147,147
3087836,836
960827,827
2380774,774
456720,720
2364504,504
1998622,622
4975768,768
3907595,595
1975709,709
4016351,351
1566832,832
4939837,837
845531,531
1922631,631
2164938,938
4268923,923
2072824,824
1867464,464
1876026,26
509816,816
276621,621
4515873,873
1801269,269
3746653,653
4673193,193
3427160,160
1118449,449
1253182,182
1944347,347
3628681,681
4682425,425
4915466,466
31002,2
4938394,394
2339790,790
4940402,402
3086757,757
733089,89
681286,286
3755202,202
4707797,797
4382969,969
1547433,433
4462258,258
4251374,374
2934446,446
2105270,270
267965,965
1452726,726
1642291,291
2690657,657
4126579,579
1084356,356
3644852,852
4944191,191
4960328,328
3001517,517
584579,579
1667987,987
534428,428
4873692,692
179310,310
1090394,394
2935603,603
4526202,202
2026195,195
3308315,315
3687083,83
3068659,659
1421110,110
4111120,120
4991695,695
1552276,276
1487465,465
682000,0
3739902,902
902509,509
1414137,137
797164,164
3911502,502
41326,326
50630,630
3929874,874
436905,905
4636096,96
3202053,53
646764,764
3387549,549
4021038,38
1735008,8
3972687,687
4455222,222
308165,165
4408828,828
2434763,763
3313144,144
4956791,791
3552888,888
578784,784
357472,472
2655990,990
1385929,929
4903845,845
2221991,991
2053199,199
1312395,395
327919,919
1101134,134
1342225,225
1034466,466
4821862,862
8255,255
3883566,566
338263,263
177736,736
390106,106
1412171,171
3315452,452
1840236,236
4143857,857
2073977,977
194007,7
179863,863
169340,340
2758914,914
606345,345
806999,999
530063,63
1851167,167
3277585,585
1958142,142
3465505,505
3858323,323
1639722,722
495961,961
3061630,630
3783376,376
846707,707
3550806,806
676148,148
4950061,61
3459817,817
4765693,693
2588026,26
2719591,591
2981403,403
2088467,467
3280729,729
3715947,947
1888237,237
4628267,267
485777,777
4832215,215
2025118,118
3573912,912
3153524,524
2932909,909
1858716,716
126785,785
3717214,214
2645484,484
94272,272
3783900,900
4903282,282
3748413,413
3048236,236
3744870,870
311280,280
4218717,717
3775251,251
3481206,206
3472997,997
3765814,814
805086,86
261573,573
3890966,966
3160454,454
2649135,135
