id,value:
473951,951
280364,364
158021,21
147855,855
421936,936
278943,943
466810,810
25050,50
2449,449
272399,399
197734,734
362195,195
197937,937
374957,957
19679,679
136344,344
465230,230
126170,170
307931,931
343432,432
87267,267
32486,486
419614,614
322943,943
240791,791
176452,452
73627,627
215132,132
291771,771
70991,991
232959,959
152800,800
302270,270
413040,40
37860,860
251306,306
58577,577
297711,711
293146,146
365654,654
307996,996
499062,62
311280,280
201199,199
117442,442
10702,702
300804,804
469663,663
111284,284
432395,395
222898,898
351991,991
499627,627
30673,673
392697,697
376284,284
324607,607
268134,134
341302,302
28303,303
423239,239
103236,236
191323,323
390013,13
450501,501
23570,570
191708,708
201812,812
478039,39
204813,813
252623,623
318961,961
328492,492
118756,756
493898,898
161080,80
91282,282
151749,749
341179,179
164494,494
318793,793
220031,31
286994,994
219054,54
378246,246
312216,216
350073,73
440827,827
88463,463
445955,955
265675,675
372777,777
412886,886
120660,660
229826,826
398181,181
185798,798
441935,935
24150,150
122839,839
145811,811
68586,586
237746,746
247838,838
465367,367
271600,600
89807,807
422574,574
59520,520
86233,233
215930,930
326353,353
13576,576
141065,65
59561,561
288166,166
340444,444
83125,125
541,541
398449,449
258152,152
69896,896
360669,669
135800,800
238228,228
430995,995
299879,879
36384,384
207093,93
14674,674
373727,727
374771,771
410301,301
472560,560
253502,502
417233,233
57250,250
67837,837
336154,154
406674,674
27233,233
192800,800
499397,397
127464,464
203454,454
401224,224
387909,909
78278,278
365010,10
436234,234
469111,111
228563,563
465166,166
324772,772
62431,431
160701,701
128012,12
327681,681
374948,948
362788,788
103795,795
58878,878
196299,299
139956,956
64231,231
320088,88
333533,533
488192,192
240598,598
243072,72
429402,402
225817,817
86919,919
302215,215
362592,592
444953,953
122833,833
305486,486
176114,114
421648,648
132026,26
373398,398
57851,851
17534,534
215422,422
288095,95
132541,541
492304,304
233927,927
212216,216
396751,751
154573,573
186797,797
198176,176
228120,120
497948,948
389381,381
16165,165
350817,817
124222,222
74329,329
303849,849
118098,98
463675,675
279930,930
468401,401
24514,514
468588,588
359773,773
28529,529
298176,176
440405,405
226716,716
471185,185
111082,82
474384,384
2142,142
298853,853
214227,227
477017,17
243171,171
337327,327
405402,402
165827,827
235736,736
67077,77
77812,812
496462,462
195965,965
50130,130
25426,426
306846,846
170936,936
133298,298
447614,614
198276,276
151215,215
119298,298
5849,849
22455,455
239825,825
157226,226
212177,177
458057,57
324110,110
30516,516
376741,741
359893,893
145378,378
152942,942
132455,455
229017,17
12280,280
43295,295
293904,904
27301,301
265402,402
261481,481
375782,782
259501,501
177887,887
392689,689
148700,700
95682,682
383100,100
53866,866
195895,895
195574,574
111380,380
444463,463
333324,324
304790,790
86709,709
175799,799
344142,142
42281,281
103835,835
334160,160
374837,837
356466,466
62042,42
241432,432
139062,62
236224,224
91335,335
236080,80
87941,941
220632,632
243561,561
490594,594
169591,591
79480,480
251763,763
376794,794
158161,161
93707,707
231044,44
176888,888
32561,561
203227,227
202988,988
329786,786
466967,967
84621,621
86283,283
115353,353
131432,432
202537,537
78906,906
32011,11
20803,803
287648,648
131429,429
42193,193
146612,612
445121,121
455558,558
38264,264
68733,733
468839,839
15763,763
293468,468
360518,518
251264,264
251958,958
151637,637
246707,707
68240,240
275516,516
314895,895
290555,555
169168,168
357503,503
267673,673
79340,340
149800,800
99420,420
102565,565
248356,356
130360,360
127204,204
351667,667
240812,812
23450,450
185345,345
147595,595
316129,129
33749,749
419025,25
178799,799
425911,911
339808,808
481431,431
317550,550
90545,545
70764,764
412516,516
204242,242
287655,655
277839,839
382789,789
432623,623
30915,915
436639,639
154436,436
301650,650
315646,646
293998,998
488155,155
87386,386
354574,574
143023,23
327365,365
390392,392
357284,284
385653,653
279231,231
81768,768
56469,469
222447,447
261990,990
131894,894
358518,518
394378,378
135704,704
454627,627
47942,942
145177,177
10514,514
251501,501
280712,712
36707,707
483968,968
302800,800
312696,696
187804,804
115810,810
495629,629
407479,479
233182,182
120563,563
229274,274
490875,875
334512,512
431523,523
451069,69
349441,441
333300,300
12202,202
332605,605
431187,187
68589,589
239680,680
55474,474
328764,764
36752,752
346557,557
488191,191
379294,294
133130,130
145736,736
32725,725
490571,571
428112,112
16298,298
346941,941
390291,291
187795,795
27123,123
382074,74
337670,670
449524,524
193400,400
8680,680
25812,812
382292,292
169017,17
136456,456
467904,904
233704,704
129510,510
173065,65
211082,82
433994,994
193536,536
4118,118
11518,518
410839,839
172532,532
343262,262
468520,520
449285,285
205188,188
329891,891
90783,783
322334,334
468787,787
391659,659
497289,289
320232,232
180557,557
266805,805
236426,426
276574,574
149350,350
5837,837
108567,567
64129,129
388212,212
327731,731
321367,367
243579,579
140719,719
29581,581
443112,112
319279,279
342660,660
469980,980
350934,934
77406,406
189107,107
439915,915
183224,224
85038,38
412408,408
75532,532
395627,627
471434,434
54987,987
421403,403
222095,95
160025,25
122224,224
291566,566
93020,20
444009,9
271691,691
355089,89
52795,795
97158,158
372261,261
261047,47
266226,226
261914,914
105272,272
406927,927
483025,25
139035,35
323321,321
101462,462
478291,291
392748,748
439569,569
78723,723
122145,145
323446,446
157750,750
401444,444
424987,987
299229,229
304711,711
102364,364
171883,883
35032,32
443188,188
49241,241
475782,782
101126,126
259089,89
429932,932
80238,238
119587,587
273895,895
132579,579
36617,617
374197,197
151151,151
328746,746
32881,881
160336,336
258180,180
228744,744
292541,541
436933,933
320185,185
148239,239
161462,462
333999,999
332383,383
214275,275
213057,57
19147,147
213847,847
5197,197
413786,786
409207,207
235698,698
383012,12
224767,767
430532,532
312424,424
166602,602
76679,679
481070,70
369204,204
39103,103
349500,500
142590,590
260158,158
10809,809
22713,713
80723,723
13227,227
498199,199
430542,542
458933,933
144509,509
433588,588
297219,219
59156,156
369413,413
134493,493
455250,250
313469,469
152833,833
173406,406
47021,21
111634,634
198647,647
310241,241
281054,54
170184,184
338556,556
38107,107
261859,859
72605,605
125998,998
39159,159
115376,376
