id,value:
337440,440
233139,139
474228,228
424100,100
408231,231
179511,511
30362,362
127251,251
366042,42
203460,460
41771,771
481902,902
179695,695
433723,723
7240,240
44039,39
225699,699
226154,154
300393,393
396956,956
24658,658
759,759
253894,894
68888,888
104243,243
493481,481
391149,149
276621,621
346191,191
181416,416
304889,889
223172,172
489939,939
161160,160
384934,934
459848,848
338263,263
338150,150
169340,340
418988,988
454181,181
442571,571
318883,883
261573,573
85704,704
468421,421
28052,52
314294,294
480100,100
32795,795
477459,459
419931,931
477437,437
231009,9
149913,913
295694,694
26255,255
57464,464
341419,419
122910,910
360779,779
233821,821
89941,941
10130,130
212695,695
177055,55
335411,411
110950,950
249854,854
224903,903
6439,439
419049,49
76737,737
497921,921
269478,478
439634,634
36952,952
360266,266
377943,943
40956,956
446235,235
439648,648
369110,110
302746,746
432667,667
134551,551
404490,490
63786,786
48051,51
387588,588
37303,303
499249,249
94656,656
427911,911
236300,300
205431,431
439139,139
112291,291
341074,74
11330,330
65856,856
14982,982
87791,791
493437,437
171110,110
473989,989
101767,767
27879,879
485804,804
180586,586
266108,108
465851,851
252454,454
50217,217
443860,860
205310,310
227572,572
154957,957
484380,380
118321,321
8981,981
241279,279
482452,452
312115,115
211220,220
303070,70
396280,280
295980,980
225411,411
85919,919
432966,966
330530,530
73231,231
187232,232
390942,942
228307,307
455661,661
474743,743
158388,388
338126,126
128436,436
410901,901
12136,136
38146,146
127134,134
394576,576
293675,675
110073,73
397926,926
47664,664
170434,434
39568,568
108820,820
368368,368
225207,207
57329,329
332272,272
181171,171
197676,676
321303,303
297325,325
146426,426
209617,617
6172,172
178461,461
428682,682
31300,300
56118,118
175048,48
126264,264
380188,188
273900,900
151016,16
396802,802
166582,582
266612,612
381245,245
193117,117
465444,444
486970,970
242136,136
353896,896
14047,47
446063,63
74951,951
471316,316
249813,813
439798,798
424243,243
293531,531
194171,171
74428,428
95133,133
163545,545
324678,678
90549,549
455294,294
145293,293
180665,665
55430,430
417189,189
472192,192
438599,599
362361,361
219442,442
303555,555
265943,943
95638,638
190518,518
15657,657
37874,874
245053,53
157267,267
280585,585
407823,823
28643,643
182551,551
257816,816
348376,376
434619,619
362705,705
475298,298
68717,717
73884,884
37654,654
122703,703
278140,140
303700,700
356383,383
72466,466
122638,638
54768,768
44278,278
126482,482
13281,281
275846,846
265941,941
485627,627
106359,359
195251,251
356176,176
473513,513
7490,490
362293,293
443582,582
24833,833
327701,701
64529,529
25014,14
438771,771
475586,586
203313,313
180414,414
451043,43
308746,746
308643,643
395273,273
395088,88
130419,419
345638,638
57130,130
132226,226
75939,939
190928,928
14035,35
64127,127
84610,610
349799,799
343291,291
98809,809
450995,995
259025,25
328663,663
392893,893
108008,8
231697,697
454432,432
104270,270
299607,607
446516,516
106488,488
309638,638
125751,751
4765,765
192124,124
148090,90
22406,406
206691,691
113902,902
167733,733
427215,215
203959,959
27746,746
203777,777
363506,506
482781,781
145251,251
352586,586
374882,882
447024,24
444100,100
472870,870
259362,362
113928,928
105112,112
383217,217
261028,28
401592,592
126524,524
394900,900
388530,530
382575,575
305183,183
396695,695
324149,149
238882,882
351584,584
110907,907
280212,212
340166,166
115450,450
77916,916
58894,894
223199,199
130859,859
202947,947
250011,11
327819,819
157196,196
498864,864
269854,854
191421,421
383529,529
280229,229
164767,767
73651,651
412344,344
346752,752
51117,117
28292,292
321490,490
28695,695
145587,587
377241,241
266362,362
228700,700
419339,339
418388,388
87217,217
74631,631
264388,388
333062,62
27361,361
392813,813
60701,701
76541,541
437027,27
225161,161
333286,286
293136,136
4150,150
196089,89
297010,10
144490,490
207517,517
227139,139
396444,444
499441,441
48136,136
379285,285
25973,973
65279,279
287198,198
365257,257
283422,422
451322,322
425880,880
96568,568
166756,756
281372,372
448147,147
438772,772
349834,834
414148,148
210170,170
412446,446
57654,654
376608,608
202605,605
182562,562
30892,892
15462,462
390750,750
426279,279
264079,79
473033,33
40907,907
11900,900
261226,226
404107,107
447479,479
360060,60
99849,849
385010,10
343921,921
367738,738
251607,607
180947,947
489643,643
275205,205
50408,408
372467,467
439387,387
376674,674
492430,430
365664,664
317199,199
323274,274
303275,275
68604,604
340526,526
185268,268
286485,485
185509,509
469708,708
222199,199
326995,995
415269,269
265743,743
304649,649
15472,472
34664,664
51818,818
122347,347
277432,432
362853,853
274778,778
392954,954
438537,537
421927,927
322051,51
124057,57
232214,214
145783,783
251250,250
245050,50
