id,value:
3141254,254
627114,114
3093108,108
929966,966
993858,858
622607,607
3833329,329
1565144,144
4229143,143
2233496,496
4761232,232
1194176,176
4426197,197
1423747,747
3828616,616
4200492,492
1383981,981
2649484,484
271265,265
3567429,429
2738945,945
835411,411
2795946,946
4926537,537
1295452,452
1934211,211
1527502,502
4563776,776
424100,100
816567,567
2460122,122
3889258,258
3709589,589
964936,936
2410863,863
4109024,24
4935738,738
4754614,614
4573756,756
2664927,927
4819159,159
1994712,712
1693520,520
1000677,677
4859395,395
3307326,326
3691772,772
1416060,60
2952767,767
1967326,326
4760722,722
803850,850
4319865,865
1687978,978
4675642,642
1133686,686
3062813,813
3813763,763
3722698,698
4872276,276
1127113,113
4881496,496
1833598,598
4622605,605
390349,349
2770624,624
4010596,596
667847,847
1161163,163
1287926,926
125240,240
1928905,905
757125,125
4521517,517
946798,798
3474629,629
23081,81
2660140,140
924413,413
220757,757
967561,561
4292394,394
3220554,554
892383,383
3394287,287
2436569,569
2080525,525
1636846,846
883782,782
4488160,160
2722383,383
3603528,528
409968,968
4412822,822
1360693,693
2853361,361
1024765,765
731521,521
4391861,861
528363,363
2844155,155
2742840,840
2766074,74
2634071,71
1115862,862
3809656,656
2792521,521
4997625,625
716820,820
3543218,218
3934223,223
3597142,142
4806539,539
2413221,221
1353652,652
3120524,524
3395528,528
327350,350
714229,229
3427575,575
3969276,276
2711569,569
2231117,117
2606614,614
4838345,345
1172013,13
2737356,356
2879458,458
1297041,41
4300248,248
4613743,743
4312827,827
637904,904
2605827,827
2342174,174
1377342,342
2021523,523
2239968,968
491667,667
193144,144
2216685,685
3051833,833
2858592,592
2074100,100
2229274,274
1424378,378
3058288,288
4770957,957
1868649,649
4671369,369
1145531,531
2826826,826
136344,344
1779777,777
243944,944
320953,953
225699,699
4054307,307
1426077,77
4138241,241
2569167,167
3743231,231
2656324,324
3989182,182
3889664,664
3578962,962
868776,776
2277512,512
126170,170
3909257,257
3624017,17
1581264,264
4052398,398
3015764,764
1608385,385
2169317,317
1118755,755
2347767,767
4641174,174
3641162,162
1179943,943
906231,231
4807434,434
1477527,527
307931,931
1681531,531
1234213,213
3826138,138
4959128,128
1312752,752
4825930,930
2849352,352
18132,132
3986471,471
3650503,503
4437094,94
4229126,126
1442319,319
3231911,911
1432679,679
1580785,785
2332851,851
4719487,487
173256,256
4901103,103
4568672,672
32486,486
1543509,509
4263602,602
924509,509
253894,894
1998337,337
3457688,688
382534,534
4762807,807
272392,392
2096330,330
2404486,486
778214,214
9644,644
3796465,465
1174713,713
294125,125
2235136,136
2084823,823
61831,831
690164,164
4793425,425
173004,4
1187014,14
2943853,853
4458815,815
493481,481
1613089,89
2008074,74
2937896,896
4544976,976
1085112,112
896375,375
4660383,383
893476,476
2780954,954
824430,430
4083276,276
1056105,105
3533357,357
4287519,519
242200,200
4210018,18
3718749,749
2658900,900
2885100,100
3300391,391
4688650,650
3949719,719
4322625,625
4977733,733
3801378,378
1493276,276
2121494,494
4544537,537
4017114,114
2872349,349
2565486,486
3814237,237
4452491,491
2561751,751
3936805,805
2987959,959
4875475,475
2478580,580
1021993,993
4344707,707
3806090,90
3131509,509
164254,254
822330,330
2358057,57
4625566,566
2699324,324
2466475,475
1593501,501
3373697,697
4747352,352
3504837,837
4061343,343
2489253,253
483727,727
3382176,176
4513336,336
3978120,120
3326839,839
1648986,986
304889,889
4640095,95
341310,310
2054938,938
14104,104
4653796,796
1469086,86
4446941,941
4370402,402
3226973,973
1714505,505
2067950,950
4970340,340
4491050,50
832506,506
677258,258
1177286,286
489939,939
4028746,746
1004440,440
3336522,522
4257716,716
3771102,102
2308783,783
3763915,915
4309375,375
1096525,525
2347339,339
1424579,579
2873544,544
2460806,806
1693955,955
4516084,84
4354306,306
1161744,744
2872944,944
3631707,707
1516898,898
3400591,591
3906457,457
3730037,37
4658867,867
1269645,645
2366917,917
1334359,359
3323289,289
3842975,975
3169888,888
3029863,863
390449,449
2855595,595
1816318,318
1437897,897
140610,610
1393673,673
4844467,467
4247546,546
3883524,524
2632609,609
4748044,44
2573483,483
969254,254
181004,4
2899426,426
3424152,152
2714282,282
4419825,825
1224859,859
995959,959
1351798,798
2992628,628
1779634,634
2631568,568
3259910,910
1202059,59
3529663,663
1059445,445
3860823,823
1509334,334
41882,882
1100063,63
4158640,640
4697499,499
3968173,173
375696,696
4297253,253
3057408,408
1981211,211
78274,274
3579279,279
3712168,168
1437232,232
4537777,777
3082724,724
2471947,947
2199211,211
968631,631
4836883,883
442571,571
3367778,778
2280043,43
1977120,120
2469674,674
499062,62
1181276,276
4979729,729
318883,883
691503,503
3142098,98
4006970,970
1122316,316
1305897,897
4879150,150
2138733,733
1336111,111
2283,283
641783,783
1952630,630
4940885,885
2140407,407
580038,38
3541194,194
1734586,586
3747173,173
1849951,951
3690765,765
1488033,33
3869735,735
2612929,929
4440787,787
4834329,329
4196479,479
479199,199
792371,371
2682889,889
1399362,362
1518888,888
646554,554
3247010,10
2828786,786
3345655,655
1242833,833
2021635,635
2125333,333
286298,298
555696,696
719825,825
3665470,470
4587637,637
2722046,46
2676150,150
3971286,286
4240969,969
787463,463
1343489,489
137167,167
3195664,664
1295949,949
1573902,902
4859047,47
332441,441
1491212,212
3219114,114
212402,402
1581697,697
4263465,465
685525,525
4846944,944
1940239,239
4409663,663
922805,805
3866628,628
3874632,632
1479735,735
1012675,675
1924714,714
2872047,47
506605,605
2356690,690
3454134,134
111284,284
4106375,375
582279,279
4851534,534
1432922,922
2202975,975
2942588,588
1836437,437
3966346,346
3478666,666
1399679,679
2405845,845
2680286,286
2131053,53
1114565,565
1149594,594
1284138,138
4543185,185
4669792,792
2717722,722
805811,811
3313139,139
426799,799
3246222,222
3823711,711
1652801,801
3475287,287
3132681,681
4809013,13
2393807,807
975268,268
2483248,248
419931,931
3925497,497
351991,991
2492586,586
4310120,120
1645820,820
4434801,801
1911381,381
3136169,169
926710,710
3546344,344
3740057,57
4261676,676
1905326,326
3779390,390
202883,883
229788,788
2108828,828
231009,9
1400678,678
4498394,394
1480779,779
2394957,957
2590930,930
30673,673
839788,788
816913,913
4200123,123
313745,745
605757,757
51806,806
4642300,300
2437056,56
3602611,611
4590031,31
2769955,955
2282565,565
1546239,239
1063185,185
557684,684
2246841,841
559212,212
1611450,450
596456,456
3147023,23
3873615,615
870706,706
2412198,198
4178790,790
3385616,616
4651982,982
1042712,712
2469020,20
789398,398
3151269,269
824166,166
1106242,242
1673766,766
4697075,75
102248,248
4386273,273
3446291,291
2316458,458
4332340,340
1142236,236
198398,398
3315537,537
4321265,265
3457883,883
3214135,135
1268898,898
3666468,468
4975095,95
4079492,492
1221892,892
1013512,512
4393227,227
605903,903
16554,554
4340121,121
3398215,215
4579012,12
3772759,759
180889,889
3994619,619
4668874,874
3943009,9
3746671,671
4661327,327
1549220,220
4252800,800
3934251,251
1707757,757
1985105,105
1897969,969
3175723,723
4755217,217
4934469,469
2516329,329
4167487,487
897331,331
4629232,232
4270347,347
3766585,585
176946,946
2616855,855
4841769,769
1306316,316
1117460,460
2053282,282
1159480,480
1968445,445
3585506,506
1228467,467
1626813,813
3986282,282
4872553,553
3179475,475
1428310,310
798871,871
3792988,988
3716141,141
3938915,915
363418,418
2281909,909
4971648,648
1722172,172
3710551,551
2568464,464
1329887,887
1465004,4
2891086,86
1984169,169
4388732,732
156374,374
3291060,60
270722,722
4094068,68
3015766,766
1611151,151
1932655,655
4862554,554
1782428,428
3786101,101
3688112,112
2575336,336
3132999,999
1335143,143
2142491,491
4042575,575
2611558,558
413019,19
2824977,977
2641435,435
865009,9
2293711,711
1081021,21
4308362,362
3564941,941
4085792,792
375584,584
4001657,657
712023,23
2888474,474
3295777,777
1528770,770
1906764,764
3722814,814
1513785,785
4393592,592
952351,351
807665,665
2852682,682
4598100,100
3864911,911
4456640,640
3803509,509
4719613,613
4723980,980
1475902,902
4349048,48
2027816,816
2019748,748
3687918,918
3615335,335
3989146,146
2020683,683
1479943,943
488903,903
1138243,243
1070330,330
3287452,452
2694840,840
962550,550
4934959,959
2724939,939
4050029,29
389000,0
4187306,306
4734038,38
2435837,837
3594678,678
4178221,221
2765320,320
1117578,578
3571426,426
3670171,171
3528475,475
3035779,779
4612201,201
335457,457
890746,746
4371169,169
2555810,810
287253,253
1498947,947
948533,533
1243395,395
4696565,565
3630800,800
4230771,771
594328,328
1946895,895
2007412,412
2509301,301
1215559,559
1007393,393
4543464,464
1557147,147
4444022,22
2434570,570
1990296,296
4535434,434
897499,499
3397252,252
2103528,528
3937745,745
564678,678
4810119,119
2388613,613
4431598,598
2604512,512
91282,282
1791552,552
2669579,579
2763126,126
1489543,543
3167518,518
4938561,561
1760484,484
3831294,294
2622401,401
1260466,466
2969955,955
438253,253
791482,482
1197338,338
498646,646
41362,362
2496385,385
2719503,503
3048714,714
4209624,624
4767945,945
2858376,376
4951738,738
679439,439
656795,795
1927198,198
1870288,288
1991587,587
3425137,137
236495,495
1582482,482
982294,294
3301824,824
997721,721
1369011,11
2173799,799
4861718,718
1926041,41
192380,380
1029127,127
4740784,784
4812516,516
3154691,691
4162820,820
1544728,728
3416627,627
3442436,436
4022845,845
3303096,96
530089,89
3523751,751
4937980,980
4535778,778
3483933,933
1487722,722
2251503,503
2693199,199
4471620,620
3026268,268
4217697,697
369110,110
3457673,673
2855285,285
4643598,598
2735386,386
1858049,49
127088,88
2537149,149
666477,477
3893660,660
1709047,47
2421834,834
1170505,505
120711,711
388612,612
2751985,985
1994963,963
685014,14
3393472,472
2719131,131
3146114,114
1773130,130
229466,466
3875795,795
4967913,913
2422299,299
1723389,389
2602852,852
3960369,369
1193916,916
3588010,10
1843688,688
3754841,841
1063722,722
1234248,248
851467,467
3103598,598
1169711,711
39538,538
2009919,919
852019,19
2811690,690
358179,179
3285986,986
2769438,438
4701400,400
1869271,271
4596972,972
3942792,792
48051,51
1623859,859
2737051,51
459807,807
3172337,337
3611645,645
2736137,137
463530,530
2853550,550
1297557,557
3201133,133
3266876,876
4136275,275
545619,619
894687,687
3168403,403
2559695,695
1621807,807
4208567,567
3747851,851
3208498,498
1533136,136
3743551,551
4835119,119
2127916,916
2529096,96
1740685,685
2039099,99
2181674,674
3010208,208
2600417,417
3917741,741
971381,381
2451079,79
4426301,301
3749127,127
3352569,569
1114458,458
2599601,601
3248496,496
2788657,657
2306081,81
412845,845
3943206,206
1071592,592
3292112,112
2079504,504
1963557,557
3338651,651
4110316,316
4103038,38
2203770,770
3358416,416
4130479,479
2822936,936
2075883,883
427911,911
4418377,377
4531865,865
1388242,242
414082,82
1437850,850
1319331,331
374000,0
1380112,112
837670,670
2260798,798
431813,813
438804,804
616197,197
437194,194
4132497,497
1152063,63
1955512,512
3550695,695
1938323,323
4200802,802
2615382,382
4276503,503
2397000,0
3279563,563
2012106,106
205431,431
1792731,731
1393575,575
2523585,585
1651258,258
4634816,816
3349134,134
2388042,42
2063810,810
4007393,393
2367329,329
262365,365
2409869,869
4502577,577
1662577,577
1665204,204
4851981,981
3586851,851
1947182,182
1054915,915
852551,551
291085,85
3907695,695
341074,74
2953290,290
1143036,36
1690276,276
1558752,752
1562560,560
252851,851
1153958,958
3063413,413
3538151,151
4688295,295
1043864,864
3340553,553
966637,637
966086,86
1683954,954
1390899,899
3862940,940
3725289,289
2016221,221
2611848,848
4456635,635
3385698,698
4797931,931
1259002,2
584151,151
2262396,396
2683034,34
3007575,575
2604318,318
2363370,370
68586,586
3842648,648
1105695,695
888701,701
2827687,687
2851300,300
2120269,269
1309323,323
3471909,909
1703677,677
22251,251
3719663,663
1260845,845
16667,667
2740767,767
2635014,14
465367,367
3194970,970
3573712,712
4416911,911
1467247,247
3937789,789
2678070,70
3175613,613
4247084,84
4332167,167
1262409,409
1325169,169
4214905,905
3004944,944
2218461,461
2436234,234
2125701,701
4706704,704
2583700,700
4217660,660
429096,96
4316820,820
1332264,264
404335,335
1325178,178
3226100,100
2178628,628
1783065,65
3468788,788
2919462,462
1525075,75
4484371,371
4019488,488
3227381,381
4016529,529
4608297,297
2183055,55
2770285,285
4326706,706
3310532,532
1725012,12
2499282,282
184963,963
2829119,119
2369370,370
2834662,662
2355000,0
409330,330
1926260,260
4751345,345
2945204,204
4079302,302
3344364,364
3146586,586
4347966,966
2891199,199
2990359,359
623704,704
1990370,370
1996815,815
3835098,98
3191068,68
3087035,35
4530032,32
3563093,93
2192263,263
266108,108
2374087,87
573892,892
4546723,723
1965030,30
4539554,554
2772430,430
4070315,315
398248,248
2620352,352
3708841,841
4238829,829
3904095,95
4076693,693
3312393,393
126585,585
4859148,148
2176192,192
1329180,180
1155163,163
3011457,457
4318622,622
3370377,377
4402903,903
1986076,76
2696303,303
4778282,282
4833734,734
2903172,172
4466811,811
4955140,140
4515511,511
1456127,127
2143636,636
3784862,862
766073,73
3882283,283
4331655,655
3159757,757
443860,860
2430920,920
3521637,637
1655695,695
2822066,66
4826079,79
1849781,781
655059,59
3407648,648
1930888,888
3543958,958
3190391,391
256465,465
1799675,675
4976193,193
2497294,294
2046327,327
3582536,536
1262550,550
3950934,934
714316,316
4824385,385
4858866,866
3348834,834
2823379,379
153066,66
3720157,157
966166,166
3635133,133
2477238,238
4284815,815
3809950,950
566249,249
83125,125
2993524,524
4835173,173
1144005,5
2946226,226
886593,593
1168774,774
1671372,372
989433,433
4705903,903
1176102,102
3956540,540
3684472,472
3234327,327
4117212,212
902420,420
1831802,802
4274724,724
4489139,139
3410924,924
3710220,220
4037593,593
2873765,765
2112537,537
3675448,448
2095147,147
2678039,39
1578471,471
345182,182
427419,419
3031066,66
2030460,460
2406155,155
2744779,779
3840111,111
4999532,532
759072,72
2708948,948
62972,972
4829496,496
574,574
69896,896
1101350,350
4510882,882
673584,584
4414228,228
482452,452
1564647,647
1425470,470
2247673,673
2072071,71
4021178,178
312115,115
3740588,588
3897625,625
2864044,44
2683356,356
1210842,842
857217,217
4650822,822
947356,356
4124393,393
2372629,629
396699,699
3030293,293
2403849,849
1899096,96
1180187,187
3139627,627
1968526,526
2059695,695
386433,433
2305322,322
3814310,310
568458,458
2224954,954
2282051,51
4738584,584
4271165,165
3507961,961
2386569,569
4591592,592
3698134,134
137609,609
1936824,824
1804230,230
2690597,597
4324201,201
3723982,982
4957802,802
1313092,92
2584188,188
2521542,542
2994072,72
3701747,747
3624181,181
3020736,736
2086788,788
1043735,735
1355264,264
3986679,679
2799142,142
2570502,502
4678340,340
2379452,452
2075940,940
1387249,249
2920132,132
4111585,585
3243751,751
46094,94
2970053,53
3423463,463
4572179,179
1278348,348
1802260,260
748799,799
2246759,759
2121147,147
4058554,554
1764551,551
2677864,864
937153,153
3447427,427
1044749,749
3860160,160
3894066,66
1323793,793
3750670,670
549439,439
2198840,840
3709564,564
414434,434
373727,727
1401360,360
2171821,821
4941494,494
2153780,780
3940760,760
4810077,77
4485056,56
453204,204
4304618,618
4850905,905
3250053,53
503229,229
4251230,230
1769178,178
3616530,530
2788103,103
4920784,784
1704770,770
4726452,452
858158,158
903913,913
598293,293
653242,242
3412960,960
4831068,68
3475330,330
3868716,716
3905355,355
2431764,764
4422806,806
3876153,153
456801,801
4210040,40
451805,805
613919,919
258745,745
2683075,75
224735,735
3591426,426
4427957,957
774828,828
1323875,875
920788,788
4671475,475
2412023,23
4357263,263
4438655,655
2442703,703
2248753,753
4050614,614
2724746,746
2682819,819
3900278,278
2084089,89
2734205,205
2591509,509
3677526,526
1245462,462
596736,736
3193373,373
2806238,238
4725429,429
3037729,729
3057658,658
714858,858
2383192,192
1535272,272
3315940,940
50093,93
1019207,207
354733,733
2674258,258
3471415,415
2571394,394
4697471,471
3300742,742
2307724,724
2322240,240
3825224,224
77450,450
4921253,253
2380650,650
2366915,915
3186208,208
3901634,634
4536941,941
3952480,480
4040618,618
4252823,823
1338955,955
610120,120
1070403,403
2394266,266
2148313,313
907731,731
1843307,307
3233544,544
4352580,580
2723824,824
2331796,796
128436,436
3546185,185
2308566,566
2975324,324
2956402,402
684276,276
1459618,618
370990,990
149508,508
3985191,191
784337,337
2936632,632
2942774,774
4570480,480
4148727,727
509573,573
3775938,938
1431125,125
4377259,259
3896847,847
810866,866
3369894,894
4924409,409
1675539,539
1155455,455
3829453,453
557656,656
1379047,47
4648746,746
3698686,686
3866283,283
3832980,980
4095295,295
3362500,500
4754726,726
2924400,400
807825,825
2660156,156
4791263,263
529236,236
1151028,28
1160113,113
1820348,348
127134,134
1508493,493
1334677,677
3163528,528
1142143,143
1156035,35
2800360,360
1289440,440
4167291,291
2688939,939
2348443,443
3687052,52
2755497,497
2185651,651
3616863,863
4291586,586
2556382,382
2975868,868
1150625,625
488286,286
3333243,243
1490050,50
249003,3
510634,634
3476305,305
3233721,721
4509270,270
2858543,543
78079,79
4155826,826
4139864,864
3628172,172
2418274,274
2371920,920
4456259,259
2287296,296
1010023,23
4727876,876
3570196,196
4129134,134
994996,996
3977960,960
4379412,412
4516537,537
665921,921
204660,660
3307895,895
4448947,947
4664809,809
2529525,525
4310105,105
3134030,30
1559423,423
3163493,493
4104924,924
968952,952
4196730,730
3044561,561
310202,202
3565364,364
2072812,812
1391736,736
2558812,812
2880440,440
1959081,81
4130415,415
4056487,487
117509,509
4955781,781
1777105,105
4865479,479
1292485,485
49868,868
4815100,100
4108403,403
4387828,828
2792955,955
815916,916
4280220,220
4250503,503
3645040,40
2968500,500
3182554,554
1008793,793
2995794,794
4919860,860
3470312,312
163944,944
596304,304
4506101,101
2064020,20
2583478,478
3080627,627
4802021,21
1004983,983
3819444,444
1829525,525
4706682,682
1875270,270
2308188,188
1409866,866
4957293,293
3685946,946
1340506,506
419778,778
4901681,681
4275807,807
4328091,91
2320156,156
362253,253
1717022,22
1599095,95
3003380,380
1356602,602
2692271,271
1115356,356
1616957,957
689846,846
1484784,784
1879859,859
4016934,934
4926919,919
4578388,388
57329,329
4078610,610
3507759,759
3339045,45
984500,500
371525,525
3956498,498
55352,352
3083776,776
3375052,52
2193961,961
4873962,962
936832,832
1967845,845
1341308,308
2160651,651
2306487,487
4237392,392
972478,478
1786221,221
3066871,871
1331777,777
1573556,556
1293977,977
1159468,468
1128660,660
2994775,775
2489066,66
1819792,792
1725034,34
3349445,445
4401086,86
2507184,184
4139825,825
4685500,500
1855862,862
2642296,296
4542377,377
4701435,435
4609121,121
2510980,980
1453118,118
1887627,627
