id,value:
2875104,104
3148488,488
901942,942
4109346,346
1338773,773
4450987,987
88252,252
2884397,397
642821,821
850226,226
1692579,579
1341127,127
225834,834
786743,743
2944778,778
2176072,72
2325039,39
1710395,395
3652403,403
3476369,369
1201501,501
671212,212
393415,415
3503012,12
4569221,221
2153669,669
3367492,492
2682038,38
2078462,462
1392071,71
3463392,392
3887065,65
1331998,998
333136,136
1257378,378
1820876,876
4388913,913
3612696,696
4796428,428
1550761,761
4121556,556
1088338,338
4344003,3
614245,245
4143312,312
3347975,975
474958,958
1905819,819
3670263,263
3377322,322
2492806,806
3162655,655
3903011,11
2548320,320
1885164,164
3533037,37
1567691,691
159521,521
2512338,338
581454,454
3113084,84
1864632,632
3429472,472
576031,31
448268,268
4237641,641
3129906,906
2874011,11
3221293,293
899993,993
4141764,764
2383459,459
2111035,35
4992475,475
2126979,979
1392099,99
3722890,890
2383866,866
931750,750
4921713,713
4322051,51
2748981,981
826293,293
874540,540
1449232,232
3762973,973
3599438,438
1015566,566
2537143,143
4035288,288
47455,455
3234307,307
4119199,199
1599740,740
1647462,462
387908,908
4376799,799
4393413,413
4065664,664
596461,461
857587,587
652673,673
3306393,393
3104302,302
3511914,914
587845,845
4022406,406
4408966,966
934638,638
4450506,506
2269120,120
4510054,54
895017,17
50760,760
1269720,720
3780948,948
305411,411
3822260,260
859848,848
2250516,516
3434034,34
3362236,236
348813,813
4527550,550
1353004,4
4777590,590
4960556,556
4267748,748
4957354,354
4072101,101
2717980,980
4972969,969
3529167,167
1495595,595
3697597,597
4085877,877
4604586,586
3701864,864
3085344,344
2223404,404
805472,472
2506830,830
3103944,944
4089167,167
3607643,643
3532228,228
2648845,845
3773634,634
1455763,763
1762181,181
1038532,532
2282966,966
3038389,389
1928312,312
352576,576
3354369,369
2007645,645
4932645,645
1572240,240
3134866,866
3323047,47
4411555,555
3430890,890
475609,609
2959201,201
2341807,807
1770718,718
4269475,475
3856808,808
2890206,206
2124920,920
2868989,989
3287413,413
1933791,791
3577138,138
588104,104
1224407,407
1245798,798
4107861,861
1205586,586
2972556,556
300393,393
466562,562
1489212,212
2042120,120
1425167,167
3693540,540
804700,700
396956,956
396089,89
955629,629
1340725,725
3279245,245
363122,122
4407570,570
2228237,237
956439,439
611264,264
4829688,688
24658,658
291855,855
2590951,951
304750,750
3196357,357
1977067,67
1673750,750
1352663,663
3387863,863
2065626,626
2427875,875
777240,240
3795006,6
3047445,445
4095988,988
323858,858
840343,343
2849440,440
978587,587
3647503,503
1230697,697
1694996,996
4822687,687
516905,905
2652779,779
264315,315
329827,827
3520553,553
4215697,697
2126955,955
2186383,383
147971,971
2131820,820
2337410,410
4645050,50
54225,225
1582636,636
4773904,904
1004460,460
136158,158
2781560,560
494473,473
3050244,244
2608711,711
1530796,796
3919555,555
1585242,242
4500669,669
93431,431
1382310,310
4498633,633
2794427,427
3106467,467
2952869,869
4158808,808
4291121,121
1083841,841
4312986,986
4298934,934
4447212,212
2462021,21
3158587,587
1571927,927
1049417,417
260837,837
3313925,925
3570656,656
3618097,97
3902551,551
2924643,643
422917,917
2244462,462
255091,91
505201,201
2044433,433
3183477,477
505511,511
3744516,516
1654783,783
1710363,363
2612008,8
3310022,22
2608974,974
3184954,954
4415387,387
2615130,130
2994525,525
2483373,373
30544,544
3079017,17
3772088,88
2864852,852
3396815,815
1744323,323
4008499,499
942610,610
1855099,99
4221624,624
2084364,364
2706037,37
3164016,16
4537359,359
4083931,931
2424731,731
4947125,125
3243914,914
4680728,728
631287,287
4890810,810
784358,358
1031515,515
3987327,327
370693,693
4990353,353
2174992,992
2604672,672
356123,123
1082242,242
3072812,812
3891947,947
4135412,412
895002,2
2319315,315
388691,691
807550,550
643919,919
2060261,261
1519061,61
167704,704
3471366,366
1090186,186
3194129,129
3966607,607
2765526,526
2483194,194
3891126,126
503864,864
747946,946
1812018,18
4579338,338
4131380,380
2605622,622
2686413,413
4420970,970
251306,306
1348161,161
1178454,454
4040584,584
468398,398
4712050,50
2186506,506
3847478,478
710456,456
3718768,768
89243,243
4220081,81
3153400,400
2020014,14
1483239,239
168639,639
1735305,305
3741772,772
4548134,134
3374983,983
3563556,556
1860867,867
4558542,542
706130,130
3916595,595
418988,988
873757,757
1033654,654
1397935,935
283882,882
2480214,214
925786,786
517883,883
41206,206
773093,93
1565668,668
1705274,274
722167,167
4517455,455
1802651,651
320456,456
3491002,2
4591905,905
4014674,674
4358896,896
3013994,994
665492,492
949124,124
2339671,671
4290161,161
2881358,358
4385832,832
2408231,231
3463249,249
2818778,778
1395573,573
3532097,97
4158,158
4234458,458
1348391,391
1070892,892
4580476,476
1249503,503
3528465,465
425330,330
52625,625
2220943,943
2027471,471
4619924,924
2937775,775
4746394,394
4794823,823
748435,435
201199,199
1808512,512
4799168,168
3270972,972
3355948,948
4858414,414
3730767,767
4415609,609
606958,958
